system,cost,bertscore_f1
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.0,0.6685480426569455
FrugalGPT,0.5573770491803278,0.736205448869799
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,0.6131147540983607,0.7428391409701989
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
FrugalGPT,1.0,0.7884330395792352
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.0,0.6685480426569455
Heuristic_v1,0.9606557377049181,0.7834974187319396
Heuristic_v1,0.9672131147540983,0.7843767050836907
Heuristic_v1,0.9967213114754099,0.7883198734189644
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Heuristic_v1,1.0,0.7884330395792352
Random,0.0,0.6685480426569456
Random,0.02,0.6706732425337932
Random,0.04,0.6733800594923925
Random,0.06,0.6761250003830331
Random,0.08,0.6783983689058023
Random,0.1,0.681245323654081
Random,0.12,0.6816484297885269
Random,0.14,0.6836626018266209
Random,0.16,0.6883703096772804
Random,0.18,0.6894417674619644
Random,0.2,0.6925691752941882
Random,0.22,0.6953317576353667
Random,0.24,0.6965489909101705
Random,0.26,0.7001970741787895
Random,0.28,0.7028983438405834
Random,0.3,0.706464043699327
Random,0.32,0.7057802512997486
Random,0.34,0.7087150573535044
Random,0.36,0.7105169718969064
Random,0.38,0.7145409393310548
Random,0.4,0.7165928678825254
Random,0.42,0.7183302164468609
Random,0.44,0.7193829234310838
Random,0.46,0.7236495856769749
Random,0.48,0.7265023031000231
Random,0.5,0.7278514066875958
Random,0.52,0.7296834548965829
Random,0.54,0.7329586027880184
Random,0.56,0.7352016812856079
Random,0.58,0.7401845481747487
Random,0.6,0.7403684726308604
Random,0.62,0.742745765545329
Random,0.64,0.7465351114312156
Random,0.66,0.7474535778506858
Random,0.68,0.7496408982941362
Random,0.7000000000000001,0.7525784943338301
Random,0.72,0.7530241947682177
Random,0.74,0.7561890979477617
Random,0.76,0.7590981757249989
Random,0.78,0.76294969349611
Random,0.8,0.7669328017508397
Random,0.8200000000000001,0.7671764278802715
Random,0.84,0.7691724795982485
Random,0.86,0.7691719707504647
Random,0.88,0.7750459506277178
Random,0.9,0.7755776634372649
Random,0.92,0.7785039116906339
Random,0.9400000000000001,0.7807620092298164
Random,0.96,0.7831649941108265
Random,0.98,0.7862437345160813
Random,1.0,0.7884330395792352
