system,cost,bertscore_f1
RAG-Router,0.1568627450980392,0.6782815105774823
RAG-Router,0.19607843137254902,0.6849901477495829
RAG-Router,0.21568627450980393,0.6870692395696453
RAG-Router,0.27450980392156865,0.694140773193509
RAG-Router,0.29411764705882354,0.6964786870806825
RAG-Router,0.35294117647058826,0.7040195874139374
RAG-Router,0.4117647058823529,0.7120565339630726
RAG-Router,0.49019607843137253,0.7224419233845729
RAG-Router,0.5098039215686274,0.7247374209703183
RAG-Router,0.5490196078431373,0.730897019891178
RAG-Router,0.6078431372549019,0.7402992306971082
RAG-Router,0.6274509803921569,0.7429094898934457
RAG-Router,0.6470588235294118,0.7451873374920265
RAG-Router,0.6862745098039216,0.7503441490379035
RAG-Router,0.7058823529411765,0.7520696240312913
RAG-Router,0.7254901960784313,0.753941093005386
RAG-Router,0.7254901960784313,0.753941093005386
RAG-Router,0.803921568627451,0.7632213421896392
RAG-Router,0.8823529411764706,0.7722961107889811
RAG-Router,0.9019607843137255,0.7739283126943252
RAG-Router,0.9019607843137255,0.7739283126943252
RAG-Router,0.9019607843137255,0.7739283126943252
RAG-Router,0.9215686274509803,0.7763129648040322
RAG-Router,0.9215686274509803,0.7763129648040322
RAG-Router,0.9411764705882353,0.7803765289923724
RAG-Router,0.9607843137254902,0.7837697536337609
RAG-Router,0.9607843137254902,0.7837697536337609
RAG-Router,0.9803921568627451,0.7874312272258833
RAG-Router,0.9803921568627451,0.7874312272258833
RAG-Router,0.9803921568627451,0.7874312272258833
RAG-Router,0.9803921568627451,0.7874312272258833
RAG-Router,0.9803921568627451,0.7874312272258833
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
RAG-Router,1.0,0.7896260315296697
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.0,0.6566889356164372
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,0.9803921568627451,0.7864904777676451
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
FrugalGPT,1.0,0.7896260315296697
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.0,0.6566889356164372
Heuristic_v1,0.9607843137254902,0.7833038837301964
Heuristic_v1,0.9607843137254902,0.7833038837301964
Heuristic_v1,0.9607843137254902,0.7833038837301964
Heuristic_v1,0.9803921568627451,0.7862195933566374
Heuristic_v1,0.9803921568627451,0.7862195933566374
Heuristic_v1,0.9803921568627451,0.7862195933566374
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Heuristic_v1,1.0,0.7896260315296697
Random,0.0,0.656688935616437
Random,0.02,0.658888191685957
Random,0.04,0.6630149888057335
Random,0.06,0.6633159307872548
Random,0.08,0.6674235638450174
Random,0.1,0.6716612218641768
Random,0.12,0.6739995398942162
Random,0.14,0.6737383917266246
Random,0.16,0.6796659297802868
Random,0.18,0.6805364641488767
Random,0.2,0.6806276654495913
Random,0.22,0.6861828773629431
Random,0.24,0.6903956170175589
Random,0.26,0.6934185654509302
Random,0.28,0.694330783217561
Random,0.3,0.6982788705358318
Random,0.32,0.7013502846745884
Random,0.34,0.7023420083756541
Random,0.36,0.7046505935051861
Random,0.38,0.7060153273975148
Random,0.4,0.7057520374363544
Random,0.42,0.7096001104981291
Random,0.44,0.7187441678608165
Random,0.46,0.7190980307027406
Random,0.48,0.7227625356001012
Random,0.5,0.7256500463859707
Random,0.52,0.728656623877731
Random,0.54,0.7296028206161425
Random,0.56,0.7324677580711888
Random,0.58,0.7368386727922104
Random,0.6,0.734212078183305
Random,0.62,0.7381783082204707
Random,0.64,0.7433617493685555
Random,0.66,0.7398681792558408
Random,0.68,0.746936042285433
Random,0.7000000000000001,0.7472777797895319
Random,0.72,0.7463902169582891
Random,0.74,0.7556964842712178
Random,0.76,0.7609574819312377
Random,0.78,0.7582962985132256
Random,0.8,0.7590751263440824
Random,0.8200000000000001,0.7665189642532199
Random,0.84,0.7667584636632135
Random,0.86,0.7676827968335619
Random,0.88,0.7706787991757487
Random,0.9,0.7761239401265687
Random,0.92,0.7778697377326441
Random,0.9400000000000001,0.7789156497693529
Random,0.96,0.7833859629490797
Random,0.98,0.7880709740461087
Random,1.0,0.7896260315296697
